Name	Set	Imagefile	Color	Rarity	Cost	Class	Type	Range	Attack	Support	Skill#1	Skill#2	Skill#3	Skill#4	
Samto, Scarlet Sword's Succesor	HZ01	HZ01-20.jpg	Red	Custom	5(4)	Swordmaster	Male/Sword	1	70	10	"Tch... Have I Been Found Out?" |SPEC| If you have no allied "Samto", you may Class Change your allied "Navarre" into this card.	Seamless Impersonation |CONT| If this unit executes a Critical Hit or evades, you may send 1 "Navarre" from your hand to the Retreat Area instead of sending 1 "Samto" from your hand to the Retreat Area.	Impostor's Swordplay |ACT| [Once per turn] [Flip 1 Bond face-down] Until the end of your opponent's next turn, this unit acquires all skills of all "Navarre" cards in this unit's stack. However, this unit can only possess 1 instance of each skill acquired this way.	-
Moses, Of the Basilisk	HZ01	HZ01-21.jpg	Red	Custom	4	Manakete	Male/Dragon/Dragonstone	1	80	0	Ruthless Killer |AUTO| [Once per turn] [Flip 1 Bond face-down] When a card is sent to your Boundless Area by the cost or effect of a skill, you may pay the cost and if you do: Choose 1 non-Main Character enemy, and destroy them.	Magic-Proof Scales |CONT| If this unit is being attacked by a <Tome>, this unit gains +20 attack.	-	-
Gotoh, Divine Archsage	HZ01	HZ01-22.jpg	Red	Custom	5(4)	Sage	Male/Tome	1-2	60	20	Hidden Dragon |AUTO| When this unit leaves the battlefield, look at the 2 topmost cards of your Deck. Choose 1 non-"Gotoh" card from among them and deploy it. Send the remainder to the Retreat Area.	Continent-Spanning Warp |ACT| [Tap this unit, Flip 3 Bonds face-down] Return all non-Main Character enemies to the Deck. Afterwards, your opponent shuffles their deck.	-	-
Naga, Divine Dragon of Legend	HZ01	HZ01-23v2.jpg	Red	Custom	5	Divine Dragon	Female/Dragon	-	0	20	[HS] Divine Dragon's Gift |ACT| [Once per turn] [Flip 1 Bond face-down] Choose 1 <Red> card from your Retreat Area with a Deployment Cost of 6 or lower, and deploy it. Transfer Main Character status to that ally.	Dragon Fang's Power |AUTO| When your Main Character status is transferred, your Main Character acquires "Falchion": (Falchion |CONT| If this unit is attacking a <Dragon>, this unit gains +20 attack). Send this unit to the Boundless Area.	-	-
Noah, Knight Who Cast Off Isolation	HZ01	HZ01-24.jpg	Purple	Custom	4(3)	Paladin	Male/Sword/Beast	1	70	10	Kindhearted Knight |CONT| If you have 1 or more other "Fir" or <Beast> allies, this unit gains +10 attack and can't be destroyed as the cost or effect of skills.	Bonds of a Vagrant Ilian |AUTO| [Once per turn] When this unit attacks, you may choose 1 "Fir" or <Beast> card from your Retreat Area and place it on top of your deck.	-	-
Freyja, Goddess of Nightmare	HZ01	HZ01-25v2.jpg	Colorless	Custom	0	Elf Queen	Female/Flier	-	0	30	"So Unpleasant!" |ACT| [Tap this unit] Choose 1 enemy. Until the end of the turn, the enemy's Deployment Cost becomes 1.   If that enemy's attack is +10 or more due to the effect of a skill, until the end of the turn, that enemy loses -10 attack.	Bitter-Hearted Goddess |SPEC| When a card is played in your opponent's Bond Area via the effect of a Support skill, you may send this card from your hand to the Retreat Area. If you do, send that bond to the Retreat Area.	-	-

Anna, Shopkeeper of Many Worlds	KK01	KK01-001v2.jpg	Brown	Custom	1	Myrmidon	Female/Sword	1	40	10	One Hundred Annas |SPEC| You can deploy this unit while you control another unit with the name "Anna". You can control 2 or more units with the name "Anna". "Anna" cards will successfully support this unit.	SolidANNAty |SPEC| This card may support allied "Anna".	-	|ATK SUPP| Attack Emblem: Until end of combat, the supported unit gains +20 attack.
Chagall, Foolish Tyrant of Augustria	KK01	KK01-002.jpg	Yellow	Custom	5(4)	Baron	Male/Sword/Armor	1	60	10	[HS] Usurping of the Throne |ACT| [Once per Turn] If this unit is not your Main Character, transfer Main Character status from your <Yellow> Main Character to this unit, then destroy that unit. If you do, until the end of your opponent's turn, this unit gains +40 attack.	My Augustria |ACT| [Once per Turn] [Send 2 Bonds to the Retreat Area] Both players choose up to 5 of their Bond cards, and sends the remainder to the Retreat Area. Until the end of the turn, this unit gains +10 attack per Bond card sent by this effect and range 1-2.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome> enemy, this unit gains +20 attack.	-
Joshua, Gambling Prince of the Dunes	KK01	KK01-003.jpg	Purple	Custom	4(3)	Swordmaster	Male/Sword	1	70	10	Life itself is one big gamble |ACT| [Once per Turn] [Flip 1 Bond face-down] Choose 1 card from your Deck and add it to your Hand. Shuffle your deck. Your opponent chooses 1 card from your Hand without looking. Reveal it.  If that card has a Support Skill, put it on top of your Deck. Otherwise, send it into your Retreat Area.	Audhulma, Will of the White Dunes |AUTO| Each time your opponent chooses a card from your Hand without looking, until end of turn, this unit gains +10 attack.	-	|ATK SUPP| "Just a little cheating": [Flip 1 Purple Bond] You may pay skill's the cost and if you do: Draw 4 cards. Your opponent chooses 3 cards from your hand without looking. Send those cards to the Retreat Area.
Alice, Friends till the end!	KK01	KK01-004.jpg	Colorless	Custom	1	Peer	Female/Sword	1	40	20	One.. Two.. Cipher! [Send 1 card from your hand to the Retreat Area] This unit gains +10 attack and the Symbol of the card sent to the Retreat Area as the cost of this skill until end of opponents turn.	-	-	|ATK/DEF SUPP|  Cipher Emblem: If your unit in combat is "Alice", "Emma", "Shade", "Yuzu", "Randal", "Valjean", "Niamh", "Poe" or "KawadeP", until the end of combat, that unit gains +20 attack.
Robin (Female), A Method for Hope	KK01	KK01-005A.jpg	Blue	CustomAG	5(4)	Grandmaster	Female/Sword	1	70	20	Vessel of the Fell Dragon |AUTO| At the end of your turn, you may send 1 Bond card to the Boundless area. If you do, you flip this unit to it's Backside.  [Place [KK01] Grima, The Fated Despair from the Tokens on top of this card.]	Intangible Unity |ACT| |Once per turn| Draw 1 card for each Class Changed Ally. Until end of turn, Class Changed allies gain +10 attack for each Class Changed ally.  Send 1 card from your hand to the Retreat Area for each Class Changed ally.	-	Dual Side Reminder Text: This card has a back side. When it is in the support area, the frontside is the side considered for the card. When this card is flipped in the bond area, the backside has no color or name like a regular flipped bond. When this unit leaves the field, flip it back to the frontside if its on the backside
Robin (Female), A Method for Hope+	KK01	KK01-005A+.jpg	Blue	CustomAG	5(4)	Grandmaster	Female/Sword	1	70	20	Vessel of the Fell Dragon |AUTO| At the end of your turn, you may send 1 Bond card to the Boundless area. If you do, you flip this unit to it's Backside.  [Place [KK01] Grima, The Fated Despair from the Tokens on top of this card.]	Intangible Unity |ACT| |Once per turn| Draw 1 card for each Class Changed Ally. Until end of turn, Class Changed allies gain +10 attack for each Class Changed ally.  Send 1 card from your hand to the Retreat Area for each Class Changed ally.	-	Dual Side Reminder Text: This card has a back side. When it is in the support area, the frontside is the side considered for the card. When this card is flipped in the bond area, the backside has no color or name like a regular flipped bond. When this unit leaves the field, flip it back to the frontside if its on the backside
[KK01] Grima, The Fated Despair	KK01	KK01-005Bv2.jpg	Blue	CustomAG	5	Female/Dragonstone/Dragon	Token	1-2	70	0	Breath of Ruin |AUTO| [Once per Turn] When a card is placed in your opponent's Support Area, you may have them send that Support card to the Boundless Area. If you do, your opponent places the top card of their Deck into their Support Area.	The Future Past |ACT| Choose 4 of your opponent's cards in their Boundless Area and send them to the Retreat Area. For each enemy that shares a Unit name with a card sent via this skill effect, draw 1 card. Then flip this unit to it's Frontside.  [Remove this Token]	Rightful God |SPEC| Treat this card as if its Unit Name is also "Robin (Female)"	-
[KK01] Grima, The Fated Despair+	KK01	KK01-005Bv2+.jpg	Blue	CustomAG	5	Female/Dragonstone/Dragon	Token	1-2	70	0	Breath of Ruin |AUTO| [Once per Turn] When a card is placed in your opponent's Support Area, you may have them send that Support card to the Boundless Area. If you do, your opponent places the top card of their Deck into their Support Area.	The Future Past |ACT| Choose 4 of your opponent's cards in their Boundless Area and send them to the Retreat Area. For each enemy that shares a Unit name with a card sent via this skill effect, draw 1 card. Then flip this unit to it's Frontside.  [Remove this Token]	Rightful God |SPEC| Treat this card as if its Unit Name is also "Robin (Female)"	-
Gotoh, Remnant of the Divine Dragons	KK01	KK01-006v2.jpg	Red	Custom	5(4)	Archsage	Male/Tome	1-2	60	20	Legend of the White Sage |ACT| [Once per Turn] [Flip 3 Bonds face-down] Reveal the top 5 cards of your deck. Your opponent seperates them into 2 piles. Choose 1 pile and add all cards in that pile to your hand. Send the other pile to your Retreat Area.	Guidance of the Divine Dragons |CONT| If you have 7 or more Bond cards, this unit, allied "Anri", "Marth", and <Dragonstone> allies gain +10 attack.	-	-
Sumeragi, Puppet of Silent Dragon	KK01	KK01-007.jpg	White	Custom	4(3)	Swordmaster	Male/Sword	1	70	10	[DV] Demonic Astra |ACT| [Once per Turn] [Send 2 face-down Bond cards to your Retreat Area, Flip 1 of your Orbs face-up] Untap this unit. Until end of turn, this unit gains +10 attack per Orbs you have less than 5.	Ganglari, The Bloodthirsty Blade |AUTO| At the end of your turn, if you have 1 or more face-up orbs, draw 1 card and reveal it. If the revealed card has a Deployment Cost of 3 or higher, choose 1 of your face-up Orbs and destroy it.	-	-
Garon, Abductor of Heirs	KK01	KK01-008.jpg	Black	Custom	6(5)	Nohrian King	Male/Axe	1	80	0	You are my child now. |ACT| [Once per Turn] [Flip 1 Bonds face-down] Choose 1 non-Main Character enemy with less attack than this unit and destroy it. Choose up to 1 card with the same Unit name as the destroyed enemy in your Retreat Area and deploy it.	Command of the Dark Army |AUTO| When you do not deploy a unit with "You are my child now", choose up to 2 "Faceless" in your Retreat Area and deploy them.	Bolverk |ACT| [Flip 1 bond face-down] Until the end of your turn, this unit gains +10 attack per <Black> Bond card.	-
Ashunera, As One Again	KK01	KK01-009.jpg	Green	Custom	7	Goddess	Female	-	100	20	Even on the verge of crumbling peace... |CONT| Play with the top card of your Deck revealed.	As one born of the hopes of man... |CONT| During your first Deployment Phase, you may deploy or Level Up units from the top of your Deck as though they were in your hand.	I shall protect this world. |CONT| If a skill would destroy 2 or more units, that skill instead destroys 0 units.	-

Celica, Unifying Warrior Princess	BS01	BS01-001	Red	Custom	4(3)	Princess	Female/Sword	1	70	20	Caring Princess |AUTO| [Send 1 card from your hand to the Retreat Area] At the end of your turn, you may pay the cost and if you do: Until the end of the opponent's next turn, all other allies gain +10 attack. If you have 1 or more non-Main Character Leveled Up allies, draw 1 card. 	United Seraphim |AUTO| [Once Per Turn] [Flip 1 Bond face-down] When another ally Class Changes, you may pay the cost and if you do: Choose 1 non-Main Character enemy, and destroy them.	-	-
Celica, Unifying Warrior Princess+	BS01	BS01-001SR+	Red	Custom	4(3)	Princess	Female/Sword	1	70	20	Caring Princess |AUTO| [Send 1 card from your hand to the Retreat Area] At the end of your turn, you may pay the cost and if you do: Until the end of the opponent's next turn, all other allies gain +10 attack. If you have 1 or more non-Main Character Leveled Up allies, draw 1 card. 	United Seraphim |AUTO| [Once Per Turn] [Flip 1 Bond face-down] When another ally Class Changes, you may pay the cost and if you do: Choose 1 non-Main Character enemy, and destroy them.	-	-
Silque, Praying at the Altar of Faerie	BS01	BS01-002	Red	Custom	3(4)	Exemplar	Female/Tome	1-2	50	20	Expel |AUTO| When you Class Change into this unit, until she leaves the Battlefield she acquires the following skill: "|AUTO| [Tap this unit, Flip 2 Bonds face-down] When an enemy is deployed, you may pay the cost and if you do: Return them to your opponent's hand.". This skill will not activate if this unit Class Changes by a skill's effect.	The Earth Mother's Grace |AUTO| [Tap this unit] At the start of your turn, you may pay the cost and if you do: Draw 1 card.	-	-
Mila, The Earth Mother	BS01	BS01-003	Red	Custom	5	Goddess	Female/Dragon	-	0	20	Mila's Champions |AUTO| [Flip 2 Bonds face-down] When this unit is deployed, you may pay the cost and if you do: Choose 1 "Alm" or "Celica" card with a Deployment Cost of 1 from your hand, and deploy it. If you do, choose 1 card with the same Unit Name from your Retreat Area, and add it to your hand. Until the end of the turn, that card's Class Change Cost becomes 0.	Fading Dragon's Wisdom |AUTO| When another ally Class Changes, you may choose 1 of your Bond cards, and add it to your hand. Send this card to the Boundless Area.	-	-
Morgan (Male), Adaptive Tactician	BS01	BS01-004	Blue	Custom	4(3)	Grandmaster	Male/Sword	1	70	20	Tactical Advantage |ACT| [Once per turn] [Flip 1 Bond face-down] If you have equal to or more Orbs than your opponent, draw 1 card. Until the end of the turn, this unit acquires <Tome> and range 1-2.	Break Their Ranks |ACT| [Once per turn] [Flip 1 Bond face-down] If you have equal to or less Orbs than your opponent, choose 1 non-Main Character enemy, and return them to your opponent's hand. If you do, your opponent chooses 1 card from their hand, and sends it to the Retreat Area. 	-	-
Emmeryn, Inspiration of all Ylisse	BS01	BS01-005	Blue	Custom	4(3)	Sage	Female/Tome	1-2	60	20	Pacifism |AUTO| [Tap this unit] When another ally is attacked, you may pay the cost and if you do: Until the end of this combat, that ally gains +30 attack.	Passing the Torch |AUTO| [Flip 1 Bond face-down] When this unit is destroyed by an enemy's attack, you may pay the cost and if you do: Choose 1 ally. Choose 1 card with a Deployment Cost of 4 or lower that has a Class Change Cost and the same Unit Name as that ally from your Retreat Area, and stack it on top of that ally to Class Change them.	-	-
Emmeryn, Inspiration of all Ylisse+	BS01	BS01-005R+	Blue	Custom	4(3)	Sage	Female/Tome	1-2	60	20	Pacifism |AUTO| [Tap this unit] When another ally is attacked, you may pay the cost and if you do: Until the end of this combat, that ally gains +30 attack.	Passing the Torch |AUTO| [Flip 1 Bond face-down] When this unit is destroyed by an enemy's attack, you may pay the cost and if you do: Choose 1 ally. Choose 1 card with a Deployment Cost of 4 or lower that has a Class Change Cost and the same Unit Name as that ally from your Retreat Area, and stack it on top of that ally to Class Change them.	-	-
Orochi, Spirited Onmyoji	BS01	BS01-006v2	White	Custom	4(3)	Onmyoji	Female/Tome	1-2	60	20	Bewitching Capture |AUTO| [Once Per Turn] When this unit's attack destroys an enemy, until the end of your opponent's next turn, this unit acquires all skills possessed by the destroyed unit.	Malevolent Text |ACT| [Once Per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit's attacks cannot be evaded by non-Main Character enemies.	"Let's cause some trouble!" |ACT| [Once per turn] Untap this unit. Until the end of the turn, this unit's attack becomes 0.	-
Volke, One with the Shadows	BS01	BS01-007	Green	Custom	5(3)	Assassin	Male/Knife	1	70	10	[LvS3] Assassination |ACT| [Once Per Turn] [Flip 2 Bonds face-down] Choose 1 non-Main Character enemy, and destroy them.	[LvS5] Honed Skills |CONT| The cost of this unit's "Assassination" is reduced by [Flip 1 Bond face-down].	"All paid up." |AUTO| [Once Per Turn] When an enemy is destroyed by the effect of an ally's skill: Draw 1 card.	-
Serra, Saint Elimine's Chosen	BS01	BS01-008	Purple	Custom	4(3)	Bishop	Female/Tome	1-2	60	20	Guiding Light |AUTO| [Once per turn] When an ally is attacked, you may choose 1 card from your hand and place it on top of your deck. 	"Happy to see me? Sure you are!" |AUTO| [Flip 1 Bond face-down] When an enemy's attack fails to destroy an ally, if this unit's "Guiding Light" was used during that attack, you may pay the cost and if you do: Choose 1 non-"Serra" card in your Retreat Area, and add it to your hand.	-	-
