Name	Set	Imagefile	Color	Rarity	Cost	Class	Type	Range	Attack	Support	Skill#1	Skill#2	Skill#3	Skill#4	
Brigid, Descendant of the Archer-God Ulr	B22	B22-030HN_SAMPLE	Yellow	HN	4(3)	Sniper	Female/Bow	2	60	20	Yewfelle's Holy Arrow |ACT| [Once Per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +10 attack. If this unit is in the Front Line, she gains +30 attack instead.	Seething Blood of the Archer-God |CONT| If you have 6 or more Bond cards, this unit's attacks cannot be evaded by non-Main Character enemies.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	
Brigid, Pirate Captainess	B22	B22-031N_SAMPLE	Yellow	N	1	Archer	Female/Bow	2	30	20	Pride of the Chivalrous Pirates |AUTO| [Once Per Turn] When an other ally is deployed in the same area as this unit, then until the end of the turn, this unit gains +10 attack.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	|ATK SUPP| Bullseye Emblem: Until the end of this combat, non-Main Character defending units cannot evade.	
Seliph, Savior of Jugdral	B22	B22-033HN_SAMPLE	Yellow	HN	4(3)	Knight Lord	Male/Sword/Beast	1	70	20	Unifier of Light |CONT| This unit cannot be destroyed by the effect or cost of skills.	[BS] Inherited Holy Soul |BOND| |AUTO| When this card is placed into your Bond Area, and if you have an allied "Sigurd", you may choose 1 non-Main Character enemy, and move them.	-	-	
Leif, Dreaming of Leonster's Restoration	B22	B22-034N_SAMPLE	Yellow	N	1	Lord	Male/Sword	1	40	20	Thracia-Crowning Prince |ACT| [Once Per Turn] [Flip 1 Bond face-down, Send 1 <Yellow> Bond to the Retreat Area] Choose 1 "Leif" from your Retreat Area, and place it in your Bond Area.	-	-	|ATK SUPP| Hero Emblem: Until the end of this combat, the number of Orbs your <Yellow> attacking unit's attack will destroy becomes 2.	
Pan, Boss of the Dandelions	B22	B22-035N_SAMPLE	Yellow	N	3(2)	Rogue	Male/Sword	1	60	10	Clandestine Chivalrous Thieves |ACT| [Tap this unit] Choose 1 <Yellow> card with 50 or lower attack from your hand, and deploy it.	"Follow this up with your Unlock staff!" |ACT| [Once Per Turn] Reveal the topmost card of your opponent's Deck. You may send that card to the Retreat Area.	-	-	
Miranda, Mage Princess Desiring a Retaken Homeland	B22	B22-036HN_SAMPLE	Yellow	HN	3(2)	Mage Knight	Female/Tome/Beast	1-2	50	20	With the Ullish Army |CONT| If you have 2 or more other <Beast> allies, this unit gains +20 attack.	Canto |AUTO| When this unit's attack ends, you may move this unit.	-	-	
Miranda, Princess of Ulster	B22	B22-037N_SAMPLE	Yellow	N	1	Mage	Female/Tome	1-2	30	20	Wrathful Magic Flames |AUTO| [Once Per Turn] When a <Tome> card is placed in your Bond Area, until the end of the turn, this unit gains +20 attack.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	
Saias, Bishop of Flame	B22	B22-038R_SAMPLE	Yellow	R	5(4)	High Priest	Male/Tome	1-2	60	20	War God's Command |AUTO| When this unit is deployed, choose up to 3 non-Main Character enemies who are in the Back Line, and move them.	"You have no hope against me." |ACT| [Once Per Turn] Your opponent adds all the cards in their Retreat Area to their Deck. Afterwards, they shuffle their Deck	-	-	
Roy, Abundantly Clever Lordling	B22	B22-039N_SAMPLE	Purple	N	1	Lord	Male/Sword	1	40	20	"Let's fight together!" |AUTO| When this unit's attack destroys an enemy, you may choose 1 other <Purple ally, and move them.	-	-	|ATK SUPP| Hero Emblem: Until the end of this combat, the number of Orbs your <Purple> attacking unit's attack will destroy becomes 2.	
Lilina, Ladyling Becoming the Leader	B22	B22-040N_SAMPLE	Colorless	N	2	Mage	Female/Tome	1-2	40	20	Explosive Fire Magic |AUTO| [Send 1 card from your hand to the Retreat Area] When this unit is deployed, you  may pay the cost and if you do: Draw 1 card.	Forblaze |ACT| [Once Per Turn] Until the end of the turn, this unit gains +100 attack. This skill can only be used if there are 1 or more enemies with 100 or higher attack.	-	-	
Guinivere, Supreme Light-Casting World-Illuminator	B22	B22-041SR_SAMPLE	Purple	SR	4(3)	Sage	Female/Tome	1-2	60	20	Aureola, the Legendary Weapon |ACT| [Flip 1 <Purple> Bond face-down] Until the end of the turn, this unit gains +20 attack.	[LIS] Elimine's Miracle |ACT| [Once Per Turn] Look at the top 3 cards of your Deck. Choose 1 card from among them, add it to your hand, and place the remainder at the top of your Deck in any order you wish. This skill is only usable if this unit has used "Aureola, the Legendary Weapon" 2 or more times in this turn.	-	-	
Narcian, Connvier of the Wyvern Generals	B22	B22-042R_SAMPLE	Purple	R	4(3)	Wyvern Lord	Male/Sword/Flier/Dragon	1	60	30	Wyvern General's Runesword |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit acquires <Tome> and range 1-2.	Schemer's Smirk |CONT| If this unit is in combat, Support cards that possess a Support skill fail to support that enemy.	Delphi Shield |AUTO| Each time this unit is being attacked, until the end of combat, the attacking unit loses "Anti-Fliers" and cannot reacquire it.	-	
Eliwood, Lordling with Faith in His Hands	B22	B22-043N_SAMPLE	Purple	N	1	Lord	Male/Sword	1	40	20	"I hope that you'll lend me your support." |ACT| [Tap 1 other <Purple> ally] Until the end of the turn, this unit gains +10 attack.	-	-	|ATK SUPP| Hero Emblem: Until the end of this combat, the number of Orbs your <Purple> attacking unit's attack will destroy becomes 2.	
Ninian, Dancer of Destiny	B22	B22-044N_SAMPLE	Purple	N	2	Dancer	Female	-	20	10	Gentle, Lovely Dance |ACT| [Tap this unit, Flip 1 Bond face-down] Choose 1 <Purple> ally with a Deployment Cost of 5 or higher who has attacked in this turn, and untap them.	Destiny-Defying Heart |AUTO| [Once Per Turn] When this unit is tapped by the cost or effect of an other ally's skill, untap this unit.	-	-	
Eirika, Younger Princess of Renais	B22	B22-045N_SAMPLE	Purple	N	1	Lord	Female/Sword	1	40	20	Sacred Resolve |CONT| If you have 1 or more allies with a Deployment Cost of 2 or higher, this unit gains +10 attack.	-	-	|ATK SUPP| Hero Emblem: Until the end of this combat, the number of Orbs your <Purple> attacking unit's attack will destroy becomes 2.	
Ephraim, Brave King of the Flame Lance	B22	B22-046N_SAMPLE	Colorless	N	2	Lord	Male/Lance	1	50	20	The Will to Win |CONT| If you have as many or fewer Bonds than your opponent, this unit gains +20 attack.	Siegmund |ACT| [Once Per Turn] [Flip 2 Bonds face-down] Until the end of the turn, this unit gains +30 attack.	-	-	
Knoll, Watcher of Darkness	B22	B22-047R_SAMPLE	Purple	R	4(3)	Summoner	Male/Tome	1-2	60	20	Pursuing the Heart of Darkness |ACT| [Once Per Turn] Choose up to 2 of your Orbs, and look at them.	Gleipnir, the Magic Tome |ACT| [Once Per Turn] [Send 1 Orb to the Retreat Area] Choose up to 2 of your opponent's Bond cards, and flip them face-down.	Peace in Darkness |ACT| [Once Per Turn] [Flip 2 Bonds face-down] If you have 2 or fewer cards in your hand, draw 2 cards.	-	
Knoll, Survivor of the Court Mages	B22	B22-048N_SAMPLE	Purple	N	1	Shaman	Male/Tome	1-2	30	20	Knowledge of Elder Magic |CONT| The Support skills of cards that are supporting enemies with a Deployment Cost of 1 are unable to come into effect.	-	-	|ATK SUPP| Sealspell Emblem: Until the end of this combat, any Support skills that your opponent's Support card possesses are unable to come into effect.	
Fomortiis, Darkness-Ruling Demon King	B22	B22-049HN_SAMPLE	Purple	HN	5	Demon King	Fang/Monster	1	80	0	Controlled by Evil |SPEC| If you do not have an allied "Fomortiis", you can Level Up an allied "Lyon" with this card.	Resurrection of the Demon King |AUTO| When you Level Up into this unit, you may choose up to 2 <Monster> cards from your Retreat Area, and deploy them.	A Land Awash With Miasma |ACT| [Once Per Turn] [Send 2 cards from your hand to the Retreat Area] Choose up to 2 <Monster> cards with a Deployment Cost of 3 or lower from your Retreat Area, and add them to your hand.	-	
Ike, Young Successor to Peerless Swordsmanship	B22	B22-050N_SAMPLE	Green	N	1	Ranger	Male/Sword	1	40	20	Commander's Swordsmanship |CONT| If this unit is attacking your opponent's Main Character, this unit gains +10 attack.	-	-	|ATK SUPP| Hero Emblem: Until the end of this combat, the number of Orbs that your <Green> attacking unit's attack will destroy becomes 2.	
Soren, Radiant Tactician	B22	B22-051R_SAMPLE	Green	R	5(3)	Arch Sage	Male/Tome	1-2	60	20	"I will eliminate the threat." |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 non-Main Character enemy, and return them to your opponent's hand.	Rexcalibur |ACT| [Once Per Turn] [Flip 1 Bond face-down] If your opponent has 6 or more cards in their hand, your opponent chooses 2 cards from their hand, and sends them to the Retreat Area.	-	-	
Soren, Savant of the Mercenaries	B22	B22-052N_SAMPLE	Green	N	1	Mage	Male/Tome	1-2	30	20	Mercenary Commander's Staff Officer |CONT| During your turn, allied "Ike" gains +10 attack.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	
Mia, Trueblade Aiming for the Top	B22	B22-053R_SAMPLE	Green	R	5(3)	Trueblade	Female/Sword	1	70	10	"I'll show you the fruits of my training!" |AUTO| Each time this unit Growths, until the end of the turn, this unit gains +10 attack.	[LvS3] "Right! Time for our regular duel!" |CONT| This unit's attacks cannot be evaded by non-Main Character enemies.	[LvS5] "Now for the clincher!" |ACT| [Once Per Turn] [Flip 1 Bond face-down] Untap this unit. ([LvSX] can be used if a total of X or more cards are in this unit's stack.)	-	
Mia, Swordswoman in Training	B22	B22-054N_SAMPLE	Green	N	1	Myrmidon	Female/Sword	1	40	10	"I'm not gonna lose!" |ACT| [Once Per Turn] [Flip 1 Bond face-down, Stack 1 "Mia" from your Retreat Area under this unit to Growth her] Until the end of the turn, this unit gains +20 attack. (A unit who has Growthed is treated as a Levelled Up unit.)	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Micaiah, Maiden of the Dawn Brigade	B22	B22-055N_SAMPLE	Green	N	1	Light Mage	Female/Tome	1-2	30	20	Healing Palm of Light |ACT| [Once Per Turn] [Send 1 "Micaiah" from your hand to the Retreat Area] Choose 1 non-"Micaiah" card from your Retreat Area, and add it to your hand.	-	-	|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot Critical Hit.	
Sothe, Protective Wind of the Dawn Brigade	B22	B22-056HN_SAMPLE	Green	HN	4(3)	Rogue	Male/Knife	1	70	10	The Wind that Blows at Dawn |SPEC| If there are a total of 5 or more cards in your Main Character's stack, the Deployment Cost of this card is reduced by 2.	Maiden-Protecting Blade |CONT| If this unit is in the same area as allied "Micaiah", this unit gains +10 attack.	-	-	
Danved, Lucky Wayfarer	B22	B22-057HN_SAMPLE	Green	HN	5(3)	Sentinel	Male/Lance	1	70	10	Same Person? |SPEC| If you think "Danved" and "Devdan" are the very same person, then you may Class Change allied "Devdan" into this card.	"If we stay together, we are strong like bull, only stronger!" |ACT| [Once Per Turn] Choose 1 other <Green> ally. Until the end of the turn, that ally gains +20 attack.	-	-	
Kyza, Dutiful Assistant	B22	B22-058N_SAMPLE	Green	N	3	Beast Tribe	Male/Fang/Beast	1	70	10	Appropriate Assistance |ACT| [Once Per Turn] [Send 1 card from your hand to the Retreat Area] Choose 1 non-"Kyza" <Fang> card from your Retreat Area, and add it to your hand.	Beloved Superior |CONT| If you have an allied "Ranulf", this unit gains +10 attack.	-	-	
Black Knight, Famed General in Blessed Black Armor	B22	B22-059HN_SAMPLE	Green	HN	7(5)	Black Knight	Male/Sword/Armored	1	80	0	His True Face Revealed |SPEC| Treat this card, while it is in your hand, as if its Unit Name is also "Zelgius".	"My ultimate goal as a swordsman..." |ACT| [Once Per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +80 attack and acquires range 1-2.	"Know your place." |AUTO| [Once Per Turn] When this unit is being attacked, until the end of this combat, this unit gains +80 attack.	-	
Lehran, Fallen Light	B22	B22-060N_SAMPLE	Green	N	2	Bird Tribe	Male/Fang/Flier/Beast	-	20	20	Manipulator of History |ACT| [Tap this unit] Choose 1 enemy with a Deployment Cost of 3 or lower who is in the Back Line, and move them.	"Bring destruction upon the world!" |ACT| [Once Per Turn] Choose 1 card from your Retreat Area, and place it at the very bottom of your Deck. This skill can only be used if you have an ally with the Unit Name "Medallion".	-	-	
Chrom, Prince of the Exalted Bloodline	B22	B22-061N_SAMPLE	Blue	N	1	Lord	Male/Sword	1	40	20	Oath Upon the Brand |CONT| During your turn, if you have more Orbs than your opponent, this unit gains +20 attack.	-	-	|ATK SUPP| Hero Emblem: Until the end of this combat, the number of Orbs that your <Blue> attacking unit's attack will destroy becomes 2.	
Lucina, Princess Striving for a Hopeful Future	B22	B22-062R_SAMPLE	Blue	R	5(4)	Great Lord	Female/Sword	1	70	20	"Seize the light of hope!" |AUTO| [Flip 1 Bond face-down] When this unit is Class Changed into, you may pay the cost and if you do: Choose 1 <Blue> card with a Deployment Cost of 4 or lower from your Retreat Area, and deploy it.	"We will change fate!" |AUTO| [Once Per Turn] When a <Blue> ally's attack ends, you may choose 1 non-Main Character enemy, and move them.	-	-	
Lucina, Princess from a Desperate Future	B22	B22-063N_SAMPLE	Blue	N	1	Lord	Female/Sword	1	40	20	The Name of the Hero-King |SPEC| Treat this card as if its Unit Name is also "Marth".	Brand 'Neath the Mask |AUTO| [Once Per Turn] When an other <Blue> ally is deployed, choose 1 of your Orbs, and look at it.	-	|ATK SUPP| Hero Emblem: Until the end of this combat, the number of Orbs that your <Blue> attacking unit's attack will destroy becomes 2.	
Robin (Female), Tactician Bearing a Spectrum of Strategies	B22	B22-064SR_SAMPLE	Blue	SR	5(4)	Grandmaster	Female/Tome	1-2	60	20	Fate-Transcending Grandmaster |AUTO| When this unit is Class Changed into, choose up to 1 non-Main Character enemy per Class Changed ally, and destroy them.	The Ultimate Plan |ACT| [Once Per Turn] [Send 1 of your Orbs to the Retreat Area] Draw 1 card. Choose 1 card from your hand, and add it to your Orbs.	"I've got your back." |ACT| [Flip 1 <Blue> Bond face-down] Until the end of this turn, this unit gains +40 attack.	-	
Robin (Female), Tactician Bearing a Spectrum of Strategies+	B22	B22-064SRplus_SAMPLE	Blue	SR+	5(4)	Grandmaster	Female/Tome	1-2	60	20	Fate-Transcending Grandmaster |AUTO| When this unit is Class Changed into, choose up to 1 non-Main Character enemy per Class Changed ally, and destroy them.	The Ultimate Plan |ACT| [Once Per Turn] [Send 1 of your Orbs to the Retreat Area] Draw 1 card. Choose 1 card from your hand, and add it to your Orbs.	"I've got your back." |ACT| [Flip 1 <Blue> Bond face-down] Until the end of this turn, this unit gains +40 attack.	-	
Robin (Female), The Exalt's Tactician	B22	B22-065N_SAMPLE	Blue	N	2	Tactician	Female/Sword	1	50	20	The Optimal Strategy |AUTO| When this unit is deployed, choose 1 other <Blue> ally. Until the end of the turn, that ally gains +20 attack.	Tactician's Thunder |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit acquires <Tome> and range 1-2.	-	-	
Lissa, Princess of the Shepherds	B22	B22-066N_SAMPLE	Blue	N	2	Cleric	Female/Staff	-	40	20	"I've got you!" |SPEC| When an ally Class Changes, you may deploy this card from your hand to the Back Line.	Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-"Lissa" card from your Retreat Area, and add it to your hand.	"You can do it!" |ACT| [Tap this unit] Choose up to 2 allies who have Class Changed. Until the end of the turn, the chosen allies gain +10 attack.	-	
Frederick, Guardian Knight of the Halidom	B22	B22-067HN_SAMPLE	Blue	HN	4(3)	Great Knight	Male/Axe/Beast/Armored	1	70	10	[CCS] 'Neath the Standard of Ylisse |ACT| [Once Per Turn] Choose as many <Blue> allies as you wish, and move them. ([CCS] can only be used if this unit is Class Changed.)	Defending Chrom to the End |ACT| [Once Per Turn] Until the end of your opponent's next turn, this unit and allied "Chrom" gain +10 attack. This skill can only be used if you have an allied "Chrom".	-	-	
Frederick, Knight of Ylisse	B22	B22-068N_SAMPLE	Blue	N	1	Cavalier	Male/Lance/Beast	1	40	10	Exalted Prince's Knight |CONT| If you have an allied "Chrom", this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Cherche, Family-Devoted Soaring Wyvern Lord	B22	B22-069HN_SAMPLE	Blue	HN	3(2)	Wyvern Lord	Female/Axe/Flier/Dragon	1	50	30	[CCS] "We can win." |ACT| If your opponent's Main Character has higher attack than this unit, then until the end of the turn, this unit gains +10 attack. ([CCS] can only be used if this unit is Class Changed.)	Canto |AUTO| When this unit's attack ends, you may move this unit.	-	-	
